dataset,sub_suite_id,sampler,iteration,objective,best_value,AR
gsdtsr,50,Sampling Noise Only,1,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise Only,1,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise Only,1,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise Only,1,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise Only,1,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise Only,1,0.001654479752505688,-0.0018143894142178749,-0.9118658539015347
gsdtsr,63,Sampling Noise Only,1,0.0015711710781554826,-0.004444162394521974,-0.3535359284107533
gsdtsr,66,Sampling Noise Only,1,-0.016731904729834005,-0.019865803069078234,0.8422465818096101
gsdtsr,67,Sampling Noise Only,1,-0.008701549713979125,-0.01513049115540388,0.5751002809232238
gsdtsr,68,Sampling Noise Only,1,-0.007976966732816532,-0.014052931497541683,0.5676372032562718
gsdtsr,69,Sampling Noise Only,1,-0.008409303057360297,-0.022414693341601708,0.3751692217779583
gsdtsr,70,Sampling Noise Only,1,-0.013013765103144618,-0.01950024528169402,0.6673641749194494
gsdtsr,71,Sampling Noise Only,1,-0.006360075404186534,-0.023184089218076832,0.27432931888596807
gsdtsr,72,Sampling Noise Only,1,-0.004497576883393169,-0.014076323074474779,0.3195136158496408
gsdtsr,73,Sampling Noise Only,1,-0.009955189879789066,-0.021036365128071874,0.4732371690251949
gsdtsr,74,Sampling Noise Only,1,-0.008457244425938346,-0.008457244425938346,1.0
gsdtsr,75,Sampling Noise Only,1,-0.0002557704847379258,-0.002780906305750447,0.09197378718191095
gsdtsr,76,Sampling Noise Only,1,-0.00033855979319553724,-0.0012588330827412425,0.26894732735994464
gsdtsr,77,Sampling Noise Only,1,-0.0032405317222003395,-0.0035062532768891665,0.9242149571908331
gsdtsr,78,Sampling Noise Only,1,-0.015090574812235089,-0.015090574812235089,1.0
gsdtsr,79,Sampling Noise Only,1,-0.010662245903611839,-0.01192558329512684,0.8940649391941072
gsdtsr,82,Sampling Noise Only,1,-0.0034997168891072444,-0.00663995670296188,0.5270692333801105
gsdtsr,83,Sampling Noise Only,1,-0.00262541107254252,-0.005289553944205584,0.49633884071047496
gsdtsr,84,Sampling Noise Only,1,-0.004758036889475941,-0.008515245235606057,0.5587668655249595
gsdtsr,5,Sampling Noise Only,2,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise Only,2,-0.00890115948340612,-0.01741695897372942,0.5110627806399518
gsdtsr,14,Sampling Noise Only,2,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise Only,2,-0.09124570209272419,-0.11555749457014147,0.7896130184558438
gsdtsr,19,Sampling Noise Only,2,0.003497428324214677,-0.00010887600022391371,-32.12304196537242
gsdtsr,31,Sampling Noise Only,2,-0.008789831640202547,-0.012435960192889783,0.7068076371962096
gsdtsr,7,Sampling Noise Only,2,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise Only,2,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise Only,2,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise Only,2,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise Only,2,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise Only,2,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise Only,2,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise Only,2,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise Only,2,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise Only,2,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise Only,2,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise Only,2,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise Only,2,-0.016750553178834483,-0.016750553178834483,1.0
gsdtsr,48,Sampling Noise Only,2,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise Only,2,0.0,-0.03439881495905195,-0.0
gsdtsr,32,Sampling Noise Only,2,-0.007247906422307806,-0.014646189075723938,0.4948663700048235
gsdtsr,13,Sampling Noise Only,2,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise Only,2,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise Only,2,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise Only,2,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise Only,2,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise Only,2,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise Only,2,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise Only,2,0.0006270887469987808,-0.0018143894142178749,-0.3456197121107536
gsdtsr,63,Sampling Noise Only,2,-0.0016601201771501957,-0.004444162394521974,0.37355074584954784
gsdtsr,66,Sampling Noise Only,2,-0.011088756787736931,-0.019865803069078234,0.558183162753533
gsdtsr,67,Sampling Noise Only,2,-0.008870876858044458,-0.01513049115540388,0.5862914010478906
gsdtsr,68,Sampling Noise Only,2,-0.0018691087151291854,-0.014052931497541683,0.13300489762268847
gsdtsr,69,Sampling Noise Only,2,-0.011347316806530786,-0.022414693341601708,0.5062445706303796
gsdtsr,70,Sampling Noise Only,2,-0.012785189292641365,-0.01950024528169402,0.6556424859252177
gsdtsr,71,Sampling Noise Only,2,-0.01679035211919693,-0.023184089218076832,0.7242187502498632
gsdtsr,72,Sampling Noise Only,2,-0.009270892869549265,-0.014076323074474779,0.6586160903311878
gsdtsr,73,Sampling Noise Only,2,-0.005452897670565822,-0.021036365128071874,0.2592129218792285
gsdtsr,74,Sampling Noise Only,2,-0.008457244425938346,-0.008457244425938346,1.0
gsdtsr,75,Sampling Noise Only,2,-0.00024768320949096825,-0.002780906305750447,0.08906564344825317
gsdtsr,76,Sampling Noise Only,2,0.00012995738380762283,-0.0012588330827412425,-0.10323639058216269
gsdtsr,77,Sampling Noise Only,2,-6.014134675176651e-05,-0.0035062532768891665,0.017152596233756787
gsdtsr,78,Sampling Noise Only,2,-0.013892194991237757,-0.015090574812235089,0.9205875299047116
gsdtsr,79,Sampling Noise Only,2,-0.009763745311314671,-0.01192558329512684,0.8187226628406878
gsdtsr,82,Sampling Noise Only,2,-0.0023907765911310355,-0.00663995670296188,0.36005906334669074
gsdtsr,83,Sampling Noise Only,2,-0.002536853805469196,-0.005289553944205584,0.47959692485000177
gsdtsr,84,Sampling Noise Only,2,-0.004037834434311214,-0.008515245235606057,0.47418886040148545
gsdtsr,5,Sampling Noise Only,3,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise Only,3,-0.008515799490323302,-0.01741695897372942,0.48893721936004825
gsdtsr,14,Sampling Noise Only,3,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise Only,3,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise Only,3,0.001981902083344031,-0.00010887600022391371,-18.203296220177666
gsdtsr,31,Sampling Noise Only,3,-0.008674017061461443,-0.012435960192889783,0.6974947593046158
gsdtsr,7,Sampling Noise Only,3,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise Only,3,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise Only,3,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise Only,3,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise Only,3,0.0,-0.041420488844810324,-0.0
gsdtsr,8,Sampling Noise Only,3,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise Only,3,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise Only,3,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise Only,3,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise Only,3,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise Only,3,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise Only,3,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise Only,3,-0.001983234954491717,-0.016750553178834483,0.11839817666425939
gsdtsr,48,Sampling Noise Only,3,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise Only,3,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise Only,3,-0.008568057469765248,-0.014646189075723938,0.585002516727495
gsdtsr,13,Sampling Noise Only,3,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise Only,3,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise Only,3,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise Only,3,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise Only,3,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise Only,3,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise Only,3,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise Only,3,0.004281299194651918,-0.0018143894142178749,-2.3596363388713053
gsdtsr,63,Sampling Noise Only,3,-0.0019783294526538367,-0.004444162394521974,0.445152376765618
gsdtsr,66,Sampling Noise Only,3,-0.019865803069078234,-0.019865803069078234,1.0
gsdtsr,67,Sampling Noise Only,3,-0.0057785797057660045,-0.01513049115540388,0.38191620129278986
gsdtsr,68,Sampling Noise Only,3,-0.0037575281697596265,-0.014052931497541683,0.2673839383915691
gsdtsr,69,Sampling Noise Only,3,-0.017882110117055823,-0.022414693341601708,0.7977851779870928
gsdtsr,70,Sampling Noise Only,3,-0.011579590952595068,-0.01950024528169402,0.5938177076913737
gsdtsr,71,Sampling Noise Only,3,-0.01476287280984482,-0.023184089218076832,0.6367674257539555
gsdtsr,72,Sampling Noise Only,3,-0.014076323074474779,-0.014076323074474779,1.0
gsdtsr,73,Sampling Noise Only,3,-0.01830221594628449,-0.021036365128071874,0.870027489771091
gsdtsr,74,Sampling Noise Only,3,-0.006467947141456949,-0.008457244425938346,0.7647818622363299
gsdtsr,75,Sampling Noise Only,3,-0.0025078613508212376,-0.002780906305750447,0.9018143997283913
gsdtsr,76,Sampling Noise Only,3,-0.0007050479711374514,-0.0012588330827412425,0.5600805863809479
gsdtsr,77,Sampling Noise Only,3,-0.0025072487075778038,-0.0035062532768891665,0.7150791769961057
gsdtsr,78,Sampling Noise Only,3,-0.005798701678346155,-0.015090574812235089,0.38425982777307477
gsdtsr,79,Sampling Noise Only,3,-0.010662245903611839,-0.01192558329512684,0.8940649391941072
gsdtsr,82,Sampling Noise Only,3,-0.003950503273345813,-0.00663995670296188,0.594959191764551
gsdtsr,83,Sampling Noise Only,3,-0.0020145291446910492,-0.005289553944205584,0.38085047736356964
gsdtsr,84,Sampling Noise Only,3,-0.00242116213695159,-0.008515245235606057,0.2843326375178986
gsdtsr,5,Sampling Noise Only,4,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise Only,4,-0.01741695897372942,-0.01741695897372942,1.0
gsdtsr,14,Sampling Noise Only,4,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise Only,4,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise Only,4,0.005637278157488819,-0.00010887600022391371,-51.777050460112676
gsdtsr,31,Sampling Noise Only,4,-0.0037619431314283415,-0.012435960192889783,0.3025052406953843
gsdtsr,7,Sampling Noise Only,4,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise Only,4,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise Only,4,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise Only,4,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise Only,4,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise Only,4,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise Only,4,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise Only,4,-0.024999887810750934,-0.03744162613626126,0.6677030457963785
gsdtsr,49,Sampling Noise Only,4,-0.0467020289522204,-0.0467020289522204,1.0
gsdtsr,6,Sampling Noise Only,4,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise Only,4,-0.02351119594493437,-0.04210629899754348,0.5583771669484899
gsdtsr,16,Sampling Noise Only,4,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise Only,4,-0.010281955695936176,-0.016750553178834483,0.6138278292163006
gsdtsr,48,Sampling Noise Only,4,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise Only,4,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise Only,4,-0.0063553442831313966,-0.014646189075723938,0.4339247738966706
gsdtsr,13,Sampling Noise Only,4,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise Only,4,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise Only,4,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise Only,4,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise Only,4,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise Only,4,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise Only,4,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise Only,4,0.003922133179938091,-0.0018143894142178749,-2.1616821335064924
gsdtsr,63,Sampling Noise Only,4,-0.0013615384013174522,-0.004444162394521974,0.3063655826339134
gsdtsr,66,Sampling Noise Only,4,-0.016549122925534187,-0.019865803069078234,0.8330457554617278
gsdtsr,67,Sampling Noise Only,4,-0.009266248757628938,-0.01513049115540388,0.6124222050993686
gsdtsr,68,Sampling Noise Only,4,-0.00503996018619659,-0.014052931497541683,0.35864119789370946
gsdtsr,69,Sampling Noise Only,4,-0.008819517489838807,-0.022414693341601708,0.3934703614021686
gsdtsr,70,Sampling Noise Only,4,-0.012884754719374253,-0.01950024528169402,0.6607483410206074
gsdtsr,71,Sampling Noise Only,4,-0.016786115423992377,-0.023184089218076832,0.7240360087513854
gsdtsr,72,Sampling Noise Only,4,0.0,-0.014076323074474779,-0.0
gsdtsr,73,Sampling Noise Only,4,-0.00440218377415087,-0.021036365128071874,0.2092654195413445
gsdtsr,74,Sampling Noise Only,4,-0.008457244425938346,-0.008457244425938346,1.0
gsdtsr,75,Sampling Noise Only,4,-0.00254625178578431,-0.002780906305750447,0.9156194081472967
gsdtsr,76,Sampling Noise Only,4,0.0005252222886855244,-0.0012588330827412425,-0.41722949284252775
gsdtsr,77,Sampling Noise Only,4,-0.0010082251118627083,-0.0035062532768891665,0.28755056530235323
gsdtsr,78,Sampling Noise Only,4,-0.001198379820997333,-0.015090574812235089,0.0794124700952885
gsdtsr,79,Sampling Noise Only,4,-0.0074090807583720485,-0.01192558329512684,0.6212761736693941
gsdtsr,82,Sampling Noise Only,4,-0.004119539081295091,-0.00663995670296188,0.620416557755187
gsdtsr,83,Sampling Noise Only,4,-0.004444364711121088,-0.005289553944205584,0.8402154053064618
gsdtsr,84,Sampling Noise Only,4,-0.003917268285525971,-0.008515245235606057,0.46003000232408064
gsdtsr,5,Sampling Noise + 1% Depolarizing Error Probability,0,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 1% Depolarizing Error Probability,0,-0.01741695897372942,-0.01741695897372942,1.0
gsdtsr,14,Sampling Noise + 1% Depolarizing Error Probability,0,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 1% Depolarizing Error Probability,0,-0.024311792477417285,-0.11555749457014147,0.2103869815441562
gsdtsr,19,Sampling Noise + 1% Depolarizing Error Probability,0,0.007844852733054028,-0.00010887600022391371,-72.05309450127073
gsdtsr,31,Sampling Noise + 1% Depolarizing Error Probability,0,-0.011195566950623598,-0.012435960192889783,0.9002575415949485
gsdtsr,7,Sampling Noise + 1% Depolarizing Error Probability,0,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 1% Depolarizing Error Probability,0,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 1% Depolarizing Error Probability,0,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 1% Depolarizing Error Probability,0,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 1% Depolarizing Error Probability,0,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 1% Depolarizing Error Probability,0,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 1% Depolarizing Error Probability,0,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 1% Depolarizing Error Probability,0,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 1% Depolarizing Error Probability,0,-0.02587469550113041,-0.0467020289522204,0.5540379311486043
gsdtsr,6,Sampling Noise + 1% Depolarizing Error Probability,0,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 1% Depolarizing Error Probability,0,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 1% Depolarizing Error Probability,0,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 1% Depolarizing Error Probability,0,-0.016750553178834483,-0.016750553178834483,1.0
gsdtsr,48,Sampling Noise + 1% Depolarizing Error Probability,0,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 1% Depolarizing Error Probability,0,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 1% Depolarizing Error Probability,0,-0.010154914186802432,-0.014646189075723938,0.6933485655756149
gsdtsr,13,Sampling Noise + 1% Depolarizing Error Probability,0,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 1% Depolarizing Error Probability,0,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 1% Depolarizing Error Probability,0,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 1% Depolarizing Error Probability,0,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 1% Depolarizing Error Probability,0,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 1% Depolarizing Error Probability,0,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 1% Depolarizing Error Probability,0,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 1% Depolarizing Error Probability,0,0.0014806550187214354,-0.0018143894142178749,-0.816062421395739
gsdtsr,63,Sampling Noise + 1% Depolarizing Error Probability,0,-0.003021658578467648,-0.004444162394521974,0.6799163284834612
gsdtsr,66,Sampling Noise + 1% Depolarizing Error Probability,0,-0.016731904729834005,-0.019865803069078234,0.8422465818096101
gsdtsr,67,Sampling Noise + 1% Depolarizing Error Probability,0,-0.008498650477958093,-0.01513049115540388,0.5616903239074817
gsdtsr,68,Sampling Noise + 1% Depolarizing Error Probability,0,-0.002875065314327222,-0.014052931497541683,0.2045882963871392
gsdtsr,69,Sampling Noise + 1% Depolarizing Error Probability,0,-0.011630214490137954,-0.022414693341601708,0.5188656526722254
gsdtsr,70,Sampling Noise + 1% Depolarizing Error Probability,0,-0.006615490562319772,-0.01950024528169402,0.33925165897939275
gsdtsr,71,Sampling Noise + 1% Depolarizing Error Probability,0,-0.021084119680799047,-0.023184089218076832,0.9094219523775633
gsdtsr,72,Sampling Noise + 1% Depolarizing Error Probability,0,-0.009265072136320676,-0.014076323074474779,0.6582025779957724
gsdtsr,73,Sampling Noise + 1% Depolarizing Error Probability,0,-0.005553006105638196,-0.021036365128071874,0.26397174948385044
gsdtsr,74,Sampling Noise + 1% Depolarizing Error Probability,0,-0.0019892972844813965,-0.008457244425938346,0.23521813776367004
gsdtsr,75,Sampling Noise + 1% Depolarizing Error Probability,0,-0.00022601728487049548,-0.002780906305750447,0.08127468530785438
gsdtsr,76,Sampling Noise + 1% Depolarizing Error Probability,0,2.8776726935987422e-05,-0.0012588330827412425,-0.022859843239361844
gsdtsr,77,Sampling Noise + 1% Depolarizing Error Probability,0,-0.0009573043076622873,-0.0035062532768891665,0.27302771136705534
gsdtsr,78,Sampling Noise + 1% Depolarizing Error Probability,0,-0.010718204236391702,-0.015090574812235089,0.7102581823259396
gsdtsr,79,Sampling Noise + 1% Depolarizing Error Probability,0,-0.01192558329512684,-0.01192558329512684,1.0
gsdtsr,82,Sampling Noise + 1% Depolarizing Error Probability,0,-0.0034997168891072444,-0.00663995670296188,0.5270692333801105
gsdtsr,83,Sampling Noise + 1% Depolarizing Error Probability,0,-0.0037061937170757486,-0.005289553944205584,0.700662807520033
gsdtsr,84,Sampling Noise + 1% Depolarizing Error Probability,0,-0.006463756997563895,-0.008515245235606057,0.7590805453888786
gsdtsr,5,Sampling Noise + 1% Depolarizing Error Probability,1,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 1% Depolarizing Error Probability,1,-0.008515799490323302,-0.01741695897372942,0.48893721936004825
gsdtsr,14,Sampling Noise + 1% Depolarizing Error Probability,1,-0.12030659110142422,-0.12030659110142422,1.0
gsdtsr,9,Sampling Noise + 1% Depolarizing Error Probability,1,-0.11555749457014147,-0.11555749457014147,1.0
gsdtsr,19,Sampling Noise + 1% Depolarizing Error Probability,1,0.006123537989129689,-0.00010887600022391371,-56.24323061589385
gsdtsr,31,Sampling Noise + 1% Depolarizing Error Probability,1,-0.005002336373694528,-0.012435960192889783,0.4022476991004359
gsdtsr,7,Sampling Noise + 1% Depolarizing Error Probability,1,-0.1475677777253452,-0.1475677777253452,1.0
gsdtsr,4,Sampling Noise + 1% Depolarizing Error Probability,1,-0.656092812137305,-0.656092812137305,1.0
gsdtsr,11,Sampling Noise + 1% Depolarizing Error Probability,1,-0.13024117019436954,-0.13024117019436954,1.0
gsdtsr,15,Sampling Noise + 1% Depolarizing Error Probability,1,-0.041068344340277285,-0.041068344340277285,1.0
gsdtsr,36,Sampling Noise + 1% Depolarizing Error Probability,1,-0.041420488844810324,-0.041420488844810324,1.0
gsdtsr,8,Sampling Noise + 1% Depolarizing Error Probability,1,-0.44070177407505484,-0.44070177407505484,1.0
gsdtsr,12,Sampling Noise + 1% Depolarizing Error Probability,1,-0.17462796800142674,-0.17462796800142674,1.0
gsdtsr,29,Sampling Noise + 1% Depolarizing Error Probability,1,-0.03744162613626126,-0.03744162613626126,1.0
gsdtsr,49,Sampling Noise + 1% Depolarizing Error Probability,1,-0.020827333451089988,-0.0467020289522204,0.44596206885139567
gsdtsr,6,Sampling Noise + 1% Depolarizing Error Probability,1,-0.2133261913239968,-0.2133261913239968,1.0
gsdtsr,10,Sampling Noise + 1% Depolarizing Error Probability,1,-0.04210629899754348,-0.04210629899754348,1.0
gsdtsr,16,Sampling Noise + 1% Depolarizing Error Probability,1,-0.03158054818914993,-0.03158054818914993,1.0
gsdtsr,18,Sampling Noise + 1% Depolarizing Error Probability,1,-0.014767318224342766,-0.016750553178834483,0.8816018233357406
gsdtsr,48,Sampling Noise + 1% Depolarizing Error Probability,1,-0.06035327100538322,-0.06035327100538322,1.0
gsdtsr,22,Sampling Noise + 1% Depolarizing Error Probability,1,-0.03439881495905195,-0.03439881495905195,1.0
gsdtsr,32,Sampling Noise + 1% Depolarizing Error Probability,1,-0.008568057469765248,-0.014646189075723938,0.585002516727495
gsdtsr,13,Sampling Noise + 1% Depolarizing Error Probability,1,-0.04658151587163578,-0.04658151587163578,1.0
gsdtsr,2,Sampling Noise + 1% Depolarizing Error Probability,1,-0.662189507605671,-0.662189507605671,1.0
gsdtsr,50,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0708089770362782,-0.0708089770362782,1.0
gsdtsr,52,Sampling Noise + 1% Depolarizing Error Probability,1,-0.043857370587050776,-0.043857370587050776,1.0
gsdtsr,51,Sampling Noise + 1% Depolarizing Error Probability,1,-0.05844487677842856,-0.05844487677842856,1.0
gsdtsr,1,Sampling Noise + 1% Depolarizing Error Probability,1,-1.351060086211676,-1.351060086211676,1.0
gsdtsr,3,Sampling Noise + 1% Depolarizing Error Probability,1,-0.7991019336855277,-0.7991019336855277,1.0
gsdtsr,61,Sampling Noise + 1% Depolarizing Error Probability,1,0.0008124300279283554,-0.0018143894142178749,-0.4477704849697704
gsdtsr,63,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0008946618637126545,-0.004444162394521974,0.20131169482362868
gsdtsr,66,Sampling Noise + 1% Depolarizing Error Probability,1,-0.011951096627226638,-0.019865803069078234,0.6015914174559048
gsdtsr,67,Sampling Noise + 1% Depolarizing Error Probability,1,-0.004618091244218157,-0.01513049115540388,0.30521753701093823
gsdtsr,68,Sampling Noise + 1% Depolarizing Error Probability,1,-0.00842629461265287,-0.014052931497541683,0.5996111639857424
gsdtsr,69,Sampling Noise + 1% Depolarizing Error Probability,1,-0.010784478851463754,-0.022414693341601708,0.48113434732777466
gsdtsr,70,Sampling Noise + 1% Depolarizing Error Probability,1,-0.006615490562319772,-0.01950024528169402,0.33925165897939275
gsdtsr,71,Sampling Noise + 1% Depolarizing Error Probability,1,-0.01898175051881261,-0.023184089218076832,0.8187404016722113
gsdtsr,72,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0048489353948609,-0.014076323074474779,0.3444745740209451
gsdtsr,73,Sampling Noise + 1% Depolarizing Error Probability,1,-0.012764610533655246,-0.021036365128071874,0.6067878388658302
gsdtsr,74,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0037612710793459366,-0.008457244425938346,0.44473954989525055
gsdtsr,75,Sampling Noise + 1% Depolarizing Error Probability,1,-2.9753199867430316e-05,-0.002780906305750447,0.01069910187405656
gsdtsr,76,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0007050479711374514,-0.0012588330827412425,0.5600805863809479
gsdtsr,77,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0025072487075778038,-0.0035062532768891665,0.7150791769961057
gsdtsr,78,Sampling Noise + 1% Depolarizing Error Probability,1,-0.013892194991237757,-0.015090574812235089,0.9205875299047116
gsdtsr,79,Sampling Noise + 1% Depolarizing Error Probability,1,-0.0074090807583720485,-0.01192558329512684,0.6212761736693941
gsdtsr,82,Sampling Noise + 1% Depolarizing Error Probability,1,0.0,-0.00663995670296188,-0.0
gsdtsr,83,Sampling Noise + 1% Depolarizing Error Probability,1,-0.001303047558539472,-0.005289553944205584,0.24634356172260782
gsdtsr,84,Sampling Noise + 1% Depolarizing Error Probability,1,-0.00712373772763998,-0.008515245235606057,0.8365863261168851
gsdtsr,5,Sampling Noise + 1% Depolarizing Error Probability,2,-0.29955299381886735,-0.29955299381886735,1.0
gsdtsr,28,Sampling Noise + 1% Depolarizing Error Probability,2,-0.00890115948340612,-0.01741695897372942,0.5110627806399518
gsdtsr,14,Sampling Noise + 1% Depolarizing Error Probability,2,-0.12030659110142422,-0.12030659110142422,1.0
